site,location,T90,salinity,turbid_level,turbidity,time,bottle,date,staph,change_staph,perc_change_staph,T90,T90_Cf3,T90_Cf_idk,T90_Cf2,T90_Cf
4,Kaha_LT,12.93331,Brackish,Low,1.33,53,2,8/6/22,50,-1750,0.009433962,12.93331,687.1644,735.46543,687.1644,3.837060652
4,Kaha_LT,12.93331,Brackish,Low,1.33,53,3,8/6/22,83.33333333,-1750,0.009433962,12.93331,687.3862488,768.7987633,687.3862488,3.83720084
5,Kaha_MT,34.5039,Brackish,Intermediate,66.5,53,1,8/6/22,444.4444444,-1750,0.009433962,34.5039,1831.354517,2273.151144,1831.354517,4.262772424
5,Kaha_MT,34.5039,Brackish,Intermediate,66.5,53,2,8/6/22,366.6666667,-1750,0.009433962,34.5039,1831.270971,2195.373367,1831.270971,4.262752611
5,Kaha_MT,34.5039,Brackish,Intermediate,66.5,53,3,8/6/22,555.5555556,-1750,0.009433962,34.5039,1831.451427,2384.262256,1831.451427,4.262795405
6,Kaha_HT,64.1793,Brackish,High,800,53,1,8/6/22,366.6666667,-1750,0.009433962,64.1793,3404.067171,3768.169567,3404.067171,4.531998121
6,Kaha_HT,64.1793,Brackish,High,800,53,2,8/6/22,2516.666667,-1750,0.009433962,64.1793,3404.903726,5918.169567,3404.903726,4.532104837
6,Kaha_HT,64.1793,Brackish,High,800,53,3,8/6/22,1683.333333,-1750,0.009433962,64.1793,3404.72907,5084.836233,3404.72907,4.532082559
1,Loi,35.0883,Fresh,High,401,55,1,8/6/22,633.3333333,-1750,0.009433962,35.0883,1932.658132,2563.189833,1932.658132,4.286155039
1,Loi,35.0883,Fresh,High,401,55,2,8/6/22,683.3333333,-1750,0.009433962,35.0883,1932.691133,2613.189833,1932.691133,4.286162454
1,Loi,35.0883,Fresh,High,401,55,3,8/6/22,1183.333333,-1750,0.009433962,35.0883,1932.929607,3113.189833,1932.929607,4.286216038
2,Pipe,21.834,Fresh,Low,5.62,55,1,8/6/22,233.3333333,-1750,0.009433962,21.834,1203.237977,1434.203333,1203.237977,4.080351531
2,Pipe,21.834,Fresh,Low,5.62,55,2,8/6/22,127.7777778,-1750,0.009433962,21.834,1202.976455,1328.647778,1202.976455,4.080257127
2,Pipe,21.834,Fresh,Low,5.62,55,3,8/6/22,5.555555556,-1750,0.009433962,21.834,1201.614727,1206.425556,1201.614727,4.079765243
3,Ulupo,21.834,Fresh,Low,5.42,55,1,8/6/22,261.1111111,-1750,0.009433962,21.834,1203.286825,1461.981111,1203.286825,4.080369162
3,Ulupo,21.834,Fresh,Low,5.42,55,2,8/6/22,150,-1750,0.009433962,21.834,1203.046091,1350.87,1203.046091,4.080282266
3,Ulupo,21.834,Fresh,Low,5.42,55,3,8/6/22,61.11111111,-1750,0.009433962,21.834,1202.65612,1261.981111,1202.65612,4.080141466
4,Kaha_LT,12.93331,Brackish,Low,1.33,69,1,8/22/22,11.11111111,-1750,0.009433962,12.93331,893.4441475,903.5095011,893.4441475,3.951067408
4,Kaha_LT,12.93331,Brackish,Low,1.33,69,2,8/22/22,22.22222222,-1750,0.009433962,12.93331,893.7451775,914.6206122,893.7451775,3.951213711
4,Kaha_LT,12.93331,Brackish,Low,1.33,69,3,8/22/22,33.33333333,-1750,0.009433962,12.93331,893.9212687,925.7317233,893.9212687,3.95129927
5,Kaha_MT,34.5039,Brackish,Intermediate,66.5,69,1,8/22/22,527.7777778,-1750,0.009433962,34.5039,2383.491551,2908.546878,2383.491551,4.377213617
5,Kaha_MT,34.5039,Brackish,Intermediate,66.5,69,2,8/22/22,261.1111111,-1750,0.009433962,34.5039,2383.185925,2641.880211,2383.185925,4.377157925
5,Kaha_MT,34.5039,Brackish,Intermediate,66.5,69,3,8/22/22,233.3333333,-1750,0.009433962,34.5039,2383.137077,2614.102433,2383.137077,4.377149023
6,Kaha_HT,64.1793,Brackish,High,800,69,1,8/22/22,1883.333333,-1750,0.009433962,64.1793,4431.646627,6311.705033,4431.646627,4.646565123
6,Kaha_HT,64.1793,Brackish,High,800,69,2,8/22/22,1600,-1750,0.009433962,64.1793,4431.57582,6028.3717,4431.57582,4.646558184
6,Kaha_HT,64.1793,Brackish,High,800,69,3,8/22/22,2216.666667,-1750,0.009433962,64.1793,4431.7174,6645.038367,4431.7174,4.646572059
1,Loi,35.0883,Fresh,High,401,71,1,8/22/22,950,-1750,0.009433962,35.0883,2494.247024,3441.2693,2494.247024,4.396939463
1,Loi,35.0883,Fresh,High,401,71,2,8/22/22,383.3333333,-1750,0.009433962,35.0883,2493.852877,2874.602633,2493.852877,4.396870829
1,Loi,35.0883,Fresh,High,401,71,3,8/22/22,1716.666667,-1750,0.009433962,35.0883,2494.503986,4207.935967,2494.503986,4.396984202
2,Pipe,21.834,Fresh,Low,5.62,71,1,8/22/22,55.55555556,-1750,0.009433962,21.834,1551.958727,1605.769556,1551.958727,4.190880168
2,Pipe,21.834,Fresh,Low,5.62,71,2,8/22/22,16.66666667,-1750,0.009433962,21.834,1551.435849,1566.880667,1551.435849,4.190733822
3,Ulupo,21.834,Fresh,Low,5.42,71,1,8/22/22,55.55555556,-1750,0.009433962,21.834,1551.958727,1605.769556,1551.958727,4.190880168
3,Ulupo,21.834,Fresh,Low,5.42,71,2,8/22/22,133.3333333,-1750,0.009433962,21.834,1552.338939,1683.547333,1552.338939,4.190986551
3,Ulupo,21.834,Fresh,Low,5.42,71,3,8/22/22,72.22222222,-1750,0.009433962,21.834,1552.072671,1622.436222,1552.072671,4.190912052
